nom_reg_rbd_a,depe,zona,cod_ense2,categoria_asistencia,estudiantes,tasa_asistencia_promedio
COQ,Municipal,Urbano,4,Asistencia esperada,60,0.9538062189467583
COQ,Municipal,Urbano,4,Inasistencia Crítica,48,0.263119484520293
COQ,Municipal,Urbano,4,Inasistencia Grave,203,0.7371370610376756
COQ,Municipal,Urbano,4,Inasistencia Reiterada,28,0.8708809466923959
COQ,Municipal,Urbano,5,Asistencia esperada,2515,0.9404123148652949
COQ,Municipal,Urbano,5,Inasistencia Crítica,440,0.29287761449798777
COQ,Municipal,Urbano,5,Inasistencia Grave,3791,0.7490849264275462
COQ,Municipal,Urbano,5,Inasistencia Reiterada,1386,0.8742976836812504
COQ,Municipal,Urbano,6,Asistencia esperada,111,0.9470440711312054
COQ,Municipal,Urbano,6,Inasistencia Crítica,310,0.1973902047415737
COQ,Municipal,Urbano,6,Inasistencia Grave,428,0.7350015239087409
COQ,Municipal,Urbano,6,Inasistencia Reiterada,154,0.8716841112579495
COQ,Municipal,Urbano,7,Asistencia esperada,1456,0.9410885607897036
COQ,Municipal,Urbano,7,Inasistencia Crítica,249,0.2987080602464807
COQ,Municipal,Urbano,7,Inasistencia Grave,2326,0.7455969519132808
COQ,Municipal,Urbano,7,Inasistencia Reiterada,703,0.8751322592995556
COQ,Municipal,Urbano,8,Asistencia esperada,22,0.970209864224541
COQ,Municipal,Urbano,8,Inasistencia Crítica,14,0.24113303294622618
COQ,Municipal,Urbano,8,Inasistencia Grave,11,0.7125308974972245
COQ,Particular Subvencionado,Rural,1,Asistencia esperada,62,0.9563900720322414
COQ,Particular Subvencionado,Rural,1,Inasistencia Crítica,3,0.48087431693989074
COQ,Particular Subvencionado,Rural,1,Inasistencia Grave,30,0.7353758645246997
COQ,Particular Subvencionado,Rural,1,Inasistencia Reiterada,12,0.8681661804785187
COQ,Particular Subvencionado,Rural,2,Asistencia esperada,924,0.9663684775288739
COQ,Particular Subvencionado,Rural,2,Inasistencia Crítica,6,0.3445529060497144
COQ,Particular Subvencionado,Rural,2,Inasistencia Grave,172,0.7741353196064824
COQ,Particular Subvencionado,Rural,2,Inasistencia Reiterada,180,0.8769630092109282
COQ,Particular Subvencionado,Rural,3,Asistencia esperada,156,0.9696500566291629
COQ,Particular Subvencionado,Rural,3,Inasistencia Crítica,49,0.15374095112489003
COQ,Particular Subvencionado,Rural,3,Inasistencia Grave,37,0.7219049901554493
COQ,Particular Subvencionado,Rural,3,Inasistencia Reiterada,35,0.8769575096270346
COQ,Particular Subvencionado,Rural,4,Asistencia esperada,547,0.9769186619423383
COQ,Particular Subvencionado,Rural,4,Inasistencia Crítica,28,0.23090086038816435
COQ,Particular Subvencionado,Rural,4,Inasistencia Grave,53,0.740958892636373
COQ,Particular Subvencionado,Rural,4,Inasistencia Reiterada,40,0.8716504379459045
COQ,Particular Subvencionado,Rural,5,Asistencia esperada,195,0.961050836468476
COQ,Particular Subvencionado,Rural,5,Inasistencia Crítica,3,0.258415885468608
COQ,Particular Subvencionado,Rural,5,Inasistencia Grave,26,0.7665823692114171
COQ,Particular Subvencionado,Rural,5,Inasistencia Reiterada,45,0.8785733157724124
COQ,Particular Subvencionado,Rural,6,Asistencia esperada,242,0.9650321617077929
COQ,Particular Subvencionado,Rural,6,Inasistencia Crítica,59,0.21445164522616653
COQ,Particular Subvencionado,Rural,6,Inasistencia Grave,67,0.722601068876815
COQ,Particular Subvencionado,Rural,6,Inasistencia Reiterada,55,0.8817038044323081
COQ,Particular Subvencionado,Rural,7,Asistencia esperada,262,0.946807060478319
COQ,Particular Subvencionado,Rural,7,Inasistencia Crítica,4,0.27294551868304157
COQ,Particular Subvencionado,Rural,7,Inasistencia Grave,42,0.7656528235867306
COQ,Particular Subvencionado,Rural,7,Inasistencia Reiterada,44,0.8788084228202085
COQ,Particular Subvencionado,Rural,8,Asistencia esperada,124,0.9784708850001932
COQ,Particular Subvencionado,Rural,8,Inasistencia Crítica,28,0.17604073922540833
COQ,Particular Subvencionado,Rural,8,Inasistencia Grave,20,0.7600221112353466
COQ,Particular Subvencionado,Rural,8,Inasistencia Reiterada,9,0.8825996778796522
COQ,Particular Subvencionado,Urbano,1,Asistencia esperada,2846,0.9519513135375476
COQ,Particular Subvencionado,Urbano,1,Inasistencia Crítica,246,0.2954224579247333
COQ,Particular Subvencionado,Urbano,1,Inasistencia Grave,2793,0.742826642335748
COQ,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,1203,0.8761041219152013
COQ,Particular Subvencionado,Urbano,2,Asistencia esperada,29587,0.9520436976438332
COQ,Particular Subvencionado,Urbano,2,Inasistencia Crítica,708,0.2707580365853594
COQ,Particular Subvencionado,Urbano,2,Inasistencia Grave,10899,0.7705258245340303
COQ,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,9769,0.8771898408327845
COQ,Particular Subvencionado,Urbano,3,Asistencia esperada,147,0.9447796304504302
COQ,Particular Subvencionado,Urbano,3,Inasistencia Crítica,54,0.21486233622973236
COQ,Particular Subvencionado,Urbano,3,Inasistencia Grave,68,0.7700477448861801
COQ,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,90,0.8781839551622683
COQ,Particular Subvencionado,Urbano,4,Asistencia esperada,7535,0.9785138251531909
COQ,Particular Subvencionado,Urbano,4,Inasistencia Crítica,418,0.23940172309583496
COQ,Particular Subvencionado,Urbano,4,Inasistencia Grave,823,0.742530333997174
COQ,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,531,0.8774317623544888
COQ,Particular Subvencionado,Urbano,5,Asistencia esperada,13201,0.9550249664212075
COQ,Particular Subvencionado,Urbano,5,Inasistencia Crítica,473,0.28317888316387024
COQ,Particular Subvencionado,Urbano,5,Inasistencia Grave,3922,0.7646595110934625
COQ,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,3589,0.8768151910461185
COQ,Particular Subvencionado,Urbano,6,Asistencia esperada,2698,0.9648509735730992
COQ,Particular Subvencionado,Urbano,6,Inasistencia Crítica,458,0.24105646177798482
COQ,Particular Subvencionado,Urbano,6,Inasistencia Grave,716,0.7290222959780573
COQ,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,422,0.8775585775622952
COQ,Particular Subvencionado,Urbano,7,Asistencia esperada,1929,0.9523737587026363
COQ,Particular Subvencionado,Urbano,7,Inasistencia Crítica,100,0.27019111762537856
COQ,Particular Subvencionado,Urbano,7,Inasistencia Grave,745,0.7715734963922436
COQ,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,666,0.8766144252844776
COQ,SLEP,Rural,1,Asistencia esperada,86,0.9493743608829469
COQ,SLEP,Rural,1,Inasistencia Crítica,5,0.23272727272727273
COQ,SLEP,Rural,1,Inasistencia Grave,32,0.7718304658933951
COQ,SLEP,Rural,1,Inasistencia Reiterada,29,0.8777874246431402
COQ,SLEP,Rural,2,Asistencia esperada,909,0.9570451711924179
COQ,SLEP,Rural,2,Inasistencia Crítica,16,0.26563541775720734
COQ,SLEP,Rural,2,Inasistencia Grave,214,0.7638679253003656
COQ,SLEP,Rural,2,Inasistencia Reiterada,159,0.8766510568301654
COQ,SLEP,Rural,5,Asistencia esperada,83,0.9563799767860843
COQ,SLEP,Rural,5,Inasistencia Crítica,8,0.28239320920043814
COQ,SLEP,Rural,5,Inasistencia Grave,36,0.7690542053291494
COQ,SLEP,Rural,5,Inasistencia Reiterada,18,0.8752552501320974
COQ,SLEP,Rural,7,Asistencia esperada,97,0.9536896386322612
COQ,SLEP,Rural,7,Inasistencia Crítica,7,0.2753246753246753
COQ,SLEP,Rural,7,Inasistencia Grave,19,0.727606795435307
COQ,SLEP,Rural,7,Inasistencia Reiterada,9,0.8781769126139988
COQ,SLEP,Urbano,1,Asistencia esperada,264,0.9460425515014743
COQ,SLEP,Urbano,1,Inasistencia Crítica,43,0.2849403436736199
COQ,SLEP,Urbano,1,Inasistencia Grave,360,0.7461464198410124
COQ,SLEP,Urbano,1,Inasistencia Reiterada,147,0.8753344376795996
COQ,SLEP,Urbano,2,Asistencia esperada,3606,0.9470468988741573
COQ,SLEP,Urbano,2,Inasistencia Crítica,225,0.26851161007998714
COQ,SLEP,Urbano,2,Inasistencia Grave,2034,0.763815705357762
COQ,SLEP,Urbano,2,Inasistencia Reiterada,1415,0.8768603957193922
COQ,SLEP,Urbano,3,Asistencia esperada,4,0.9305010465724751
COQ,SLEP,Urbano,3,Inasistencia Crítica,6,0.3467182712465731
COQ,SLEP,Urbano,3,Inasistencia Grave,7,0.7460671581797224
COQ,SLEP,Urbano,3,Inasistencia Reiterada,2,0.8911649944258639
COQ,SLEP,Urbano,4,Asistencia esperada,28,0.9515162189740126
COQ,SLEP,Urbano,4,Inasistencia Crítica,21,0.22869946926857737
COQ,SLEP,Urbano,4,Inasistencia Grave,69,0.7143974201096391
COQ,SLEP,Urbano,4,Inasistencia Reiterada,16,0.8735742246592147
COQ,SLEP,Urbano,5,Asistencia esperada,1053,0.9558382636404984
COQ,SLEP,Urbano,5,Inasistencia Crítica,50,0.29083721215100283
COQ,SLEP,Urbano,5,Inasistencia Grave,238,0.7678056155702531
COQ,SLEP,Urbano,5,Inasistencia Reiterada,220,0.8799369182918005
COQ,SLEP,Urbano,6,Asistencia esperada,46,0.9557499678854812
COQ,SLEP,Urbano,6,Inasistencia Crítica,25,0.1685123206515031
COQ,SLEP,Urbano,6,Inasistencia Grave,51,0.7184923822327949
COQ,SLEP,Urbano,6,Inasistencia Reiterada,15,0.8729927361338132
COQ,SLEP,Urbano,7,Asistencia esperada,1877,0.9572421556765723
COQ,SLEP,Urbano,7,Inasistencia Crítica,77,0.29906945807192525
COQ,SLEP,Urbano,7,Inasistencia Grave,400,0.7553083168915482
COQ,SLEP,Urbano,7,Inasistencia Reiterada,343,0.8774852532720637
LAGOS,Corporación Admin Delegada,Urbano,7,Asistencia esperada,219,0.9529662672135106
LAGOS,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,11,0.28116837955884155
LAGOS,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,60,0.7738334002159041
LAGOS,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,59,0.875663078421629
LAGOS,Municipal,Rural,1,Asistencia esperada,434,0.9391845437894468
LAGOS,Municipal,Rural,1,Inasistencia Crítica,156,0.29204830563933365
LAGOS,Municipal,Rural,1,Inasistencia Grave,1108,0.7293408819000062
LAGOS,Municipal,Rural,1,Inasistencia Reiterada,300,0.8753195045929192
LAGOS,Municipal,Rural,2,Asistencia esperada,7274,0.9510740912525915
LAGOS,Municipal,Rural,2,Inasistencia Crítica,187,0.26605073712364896
LAGOS,Municipal,Rural,2,Inasistencia Grave,3012,0.7755583142851731
LAGOS,Municipal,Rural,2,Inasistencia Reiterada,2663,0.8767828374548298
LAGOS,Municipal,Rural,3,Asistencia esperada,2,0.9600378787878787
LAGOS,Municipal,Rural,3,Inasistencia Crítica,15,0.24120810031540152
LAGOS,Municipal,Rural,3,Inasistencia Grave,11,0.7193245924364112
LAGOS,Municipal,Rural,3,Inasistencia Reiterada,3,0.8767676767676768
LAGOS,Municipal,Rural,4,Asistencia esperada,7,0.9470094664371773
LAGOS,Municipal,Rural,4,Inasistencia Crítica,8,0.297741141070468
LAGOS,Municipal,Rural,4,Inasistencia Grave,26,0.7121604896674397
LAGOS,Municipal,Rural,4,Inasistencia Reiterada,2,0.8866340361445784
LAGOS,Municipal,Rural,5,Asistencia esperada,430,0.9401841227380039
LAGOS,Municipal,Rural,5,Inasistencia Crítica,44,0.2803699737413918
LAGOS,Municipal,Rural,5,Inasistencia Grave,437,0.7663078355000893
LAGOS,Municipal,Rural,5,Inasistencia Reiterada,314,0.8760017840036975
LAGOS,Municipal,Rural,6,Asistencia esperada,17,0.9400277852077383
LAGOS,Municipal,Rural,6,Inasistencia Crítica,47,0.24945881160793482
LAGOS,Municipal,Rural,6,Inasistencia Grave,101,0.7088521577891596
LAGOS,Municipal,Rural,6,Inasistencia Reiterada,10,0.8702497258067833
LAGOS,Municipal,Rural,7,Asistencia esperada,245,0.9473119925540208
LAGOS,Municipal,Rural,7,Inasistencia Crítica,15,0.15470725748575864
LAGOS,Municipal,Rural,7,Inasistencia Grave,89,0.769324162556428
LAGOS,Municipal,Rural,7,Inasistencia Reiterada,79,0.8767361998204726
LAGOS,Municipal,Urbano,1,Asistencia esperada,1091,0.9474360613318206
LAGOS,Municipal,Urbano,1,Inasistencia Crítica,246,0.3063629326801027
LAGOS,Municipal,Urbano,1,Inasistencia Grave,1547,0.7349328517106066
LAGOS,Municipal,Urbano,1,Inasistencia Reiterada,521,0.8753630567587741
LAGOS,Municipal,Urbano,2,Asistencia esperada,12305,0.9474404504682764
LAGOS,Municipal,Urbano,2,Inasistencia Crítica,562,0.26958633033094626
LAGOS,Municipal,Urbano,2,Inasistencia Grave,7078,0.7676146652678186
LAGOS,Municipal,Urbano,2,Inasistencia Reiterada,4793,0.8762439014840553
LAGOS,Municipal,Urbano,3,Asistencia esperada,106,0.9676980907824133
LAGOS,Municipal,Urbano,3,Inasistencia Crítica,61,0.1669481828389766
LAGOS,Municipal,Urbano,3,Inasistencia Grave,51,0.7285657457128512
LAGOS,Municipal,Urbano,3,Inasistencia Reiterada,21,0.8782863704564952
LAGOS,Municipal,Urbano,4,Asistencia esperada,193,0.9518895624013326
LAGOS,Municipal,Urbano,4,Inasistencia Crítica,91,0.2643439726791592
LAGOS,Municipal,Urbano,4,Inasistencia Grave,257,0.7159893386665498
LAGOS,Municipal,Urbano,4,Inasistencia Reiterada,67,0.8761768079191482
LAGOS,Municipal,Urbano,5,Asistencia esperada,6214,0.948228579145781
LAGOS,Municipal,Urbano,5,Inasistencia Crítica,602,0.2839712492033898
LAGOS,Municipal,Urbano,5,Inasistencia Grave,4164,0.759750111526033
LAGOS,Municipal,Urbano,5,Inasistencia Reiterada,2706,0.8761801063414493
LAGOS,Municipal,Urbano,6,Asistencia esperada,326,0.9658645808348537
LAGOS,Municipal,Urbano,6,Inasistencia Crítica,411,0.17290903442819108
LAGOS,Municipal,Urbano,6,Inasistencia Grave,318,0.7027256970455029
LAGOS,Municipal,Urbano,6,Inasistencia Reiterada,72,0.8756276981872639
LAGOS,Municipal,Urbano,7,Asistencia esperada,3372,0.948919494666114
LAGOS,Municipal,Urbano,7,Inasistencia Crítica,306,0.2608994743479949
LAGOS,Municipal,Urbano,7,Inasistencia Grave,1675,0.762104670445305
LAGOS,Municipal,Urbano,7,Inasistencia Reiterada,1370,0.8765585804787622
LAGOS,Particular Subvencionado,Rural,1,Asistencia esperada,362,0.9530663174411222
LAGOS,Particular Subvencionado,Rural,1,Inasistencia Crítica,27,0.2781583754696926
LAGOS,Particular Subvencionado,Rural,1,Inasistencia Grave,276,0.7435787131719916
LAGOS,Particular Subvencionado,Rural,1,Inasistencia Reiterada,112,0.874944828480759
LAGOS,Particular Subvencionado,Rural,2,Asistencia esperada,4110,0.9610754195044188
LAGOS,Particular Subvencionado,Rural,2,Inasistencia Crítica,59,0.22064397186838136
LAGOS,Particular Subvencionado,Rural,2,Inasistencia Grave,872,0.773619205552788
LAGOS,Particular Subvencionado,Rural,2,Inasistencia Reiterada,861,0.8762373501501987
LAGOS,Particular Subvencionado,Rural,3,Asistencia esperada,8,0.9544332252358491
LAGOS,Particular Subvencionado,Rural,3,Inasistencia Crítica,13,0.3486734783886535
LAGOS,Particular Subvencionado,Rural,3,Inasistencia Grave,31,0.7055110458633022
LAGOS,Particular Subvencionado,Rural,3,Inasistencia Reiterada,4,0.8803297139830508
LAGOS,Particular Subvencionado,Rural,4,Asistencia esperada,119,0.9823154116565239
LAGOS,Particular Subvencionado,Rural,4,Inasistencia Crítica,13,0.10637362637362636
LAGOS,Particular Subvencionado,Rural,4,Inasistencia Grave,13,0.761932073172238
LAGOS,Particular Subvencionado,Rural,4,Inasistencia Reiterada,12,0.8766607760188845
LAGOS,Particular Subvencionado,Rural,5,Asistencia esperada,751,0.9530977801220241
LAGOS,Particular Subvencionado,Rural,5,Inasistencia Crítica,24,0.3507124471895819
LAGOS,Particular Subvencionado,Rural,5,Inasistencia Grave,207,0.7727478027282891
LAGOS,Particular Subvencionado,Rural,5,Inasistencia Reiterada,224,0.8789284313012459
LAGOS,Particular Subvencionado,Rural,6,Asistencia esperada,68,0.9527842434917067
LAGOS,Particular Subvencionado,Rural,6,Inasistencia Crítica,40,0.16896415406351278
LAGOS,Particular Subvencionado,Rural,6,Inasistencia Grave,54,0.7301499910593372
LAGOS,Particular Subvencionado,Rural,6,Inasistencia Reiterada,23,0.8797834724250349
LAGOS,Particular Subvencionado,Rural,7,Asistencia esperada,572,0.9542264153894912
LAGOS,Particular Subvencionado,Rural,7,Inasistencia Crítica,21,0.21297032630716156
LAGOS,Particular Subvencionado,Rural,7,Inasistencia Grave,170,0.7660200188080097
LAGOS,Particular Subvencionado,Rural,7,Inasistencia Reiterada,157,0.8786687181646046
LAGOS,Particular Subvencionado,Urbano,1,Asistencia esperada,3223,0.9513059972267465
LAGOS,Particular Subvencionado,Urbano,1,Inasistencia Crítica,184,0.30231089414612833
LAGOS,Particular Subvencionado,Urbano,1,Inasistencia Grave,2599,0.7533245374736988
LAGOS,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,1320,0.8761819288753341
LAGOS,Particular Subvencionado,Urbano,2,Asistencia esperada,25485,0.9508076727541621
LAGOS,Particular Subvencionado,Urbano,2,Inasistencia Crítica,407,0.2665921976469279
LAGOS,Particular Subvencionado,Urbano,2,Inasistencia Grave,7988,0.7785674161561854
LAGOS,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,7803,0.8762104675095859
LAGOS,Particular Subvencionado,Urbano,3,Asistencia esperada,348,0.9520050139200948
LAGOS,Particular Subvencionado,Urbano,3,Inasistencia Crítica,203,0.21231032810316758
LAGOS,Particular Subvencionado,Urbano,3,Inasistencia Grave,287,0.7503053072824396
LAGOS,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,119,0.8760440205797781
LAGOS,Particular Subvencionado,Urbano,4,Asistencia esperada,5438,0.9776966115945697
LAGOS,Particular Subvencionado,Urbano,4,Inasistencia Crítica,283,0.2228165704461193
LAGOS,Particular Subvencionado,Urbano,4,Inasistencia Grave,555,0.7432238188406424
LAGOS,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,375,0.8778944899790087
LAGOS,Particular Subvencionado,Urbano,5,Asistencia esperada,9811,0.9500338633943128
LAGOS,Particular Subvencionado,Urbano,5,Inasistencia Crítica,306,0.28090305564753565
LAGOS,Particular Subvencionado,Urbano,5,Inasistencia Grave,2909,0.7732353044162725
LAGOS,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,3063,0.8766172001226128
LAGOS,Particular Subvencionado,Urbano,6,Asistencia esperada,2191,0.9560592862846693
LAGOS,Particular Subvencionado,Urbano,6,Inasistencia Crítica,871,0.22575908614989362
LAGOS,Particular Subvencionado,Urbano,6,Inasistencia Grave,1614,0.7478796008635737
LAGOS,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,800,0.873087532532052
LAGOS,Particular Subvencionado,Urbano,7,Asistencia esperada,2746,0.9514077032233023
LAGOS,Particular Subvencionado,Urbano,7,Inasistencia Crítica,138,0.26164722753336095
LAGOS,Particular Subvencionado,Urbano,7,Inasistencia Grave,867,0.7692412081125208
LAGOS,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,914,0.8767318554143001
LAGOS,Particular Subvencionado,Urbano,8,Asistencia esperada,53,0.9540479623757799
LAGOS,Particular Subvencionado,Urbano,8,Inasistencia Crítica,62,0.1345988471834004
LAGOS,Particular Subvencionado,Urbano,8,Inasistencia Grave,42,0.7058571396489647
LAGOS,Particular Subvencionado,Urbano,8,Inasistencia Reiterada,14,0.8727165039929015
LAGOS,SLEP,Rural,1,Asistencia esperada,66,0.9377067952468557
LAGOS,SLEP,Rural,1,Inasistencia Crítica,36,0.29385259668723024
LAGOS,SLEP,Rural,1,Inasistencia Grave,215,0.7287802916072709
LAGOS,SLEP,Rural,1,Inasistencia Reiterada,58,0.8765428967834453
LAGOS,SLEP,Rural,2,Asistencia esperada,1358,0.9472064924117902
LAGOS,SLEP,Rural,2,Inasistencia Crítica,28,0.2725123385111262
LAGOS,SLEP,Rural,2,Inasistencia Grave,708,0.7699639508662219
LAGOS,SLEP,Rural,2,Inasistencia Reiterada,523,0.8761346029220807
LAGOS,SLEP,Rural,5,Asistencia esperada,122,0.9396880706292859
LAGOS,SLEP,Rural,5,Inasistencia Crítica,11,0.26535745279488915
LAGOS,SLEP,Rural,5,Inasistencia Grave,58,0.7770651617497338
LAGOS,SLEP,Rural,5,Inasistencia Reiterada,83,0.875452118511453
LAGOS,SLEP,Urbano,1,Asistencia esperada,129,0.9427294038793834
LAGOS,SLEP,Urbano,1,Inasistencia Crítica,40,0.3278563483271217
LAGOS,SLEP,Urbano,1,Inasistencia Grave,288,0.7317730838929236
LAGOS,SLEP,Urbano,1,Inasistencia Reiterada,93,0.8742580696306999
LAGOS,SLEP,Urbano,2,Asistencia esperada,2140,0.9464781051402751
LAGOS,SLEP,Urbano,2,Inasistencia Crítica,87,0.26459275133838805
LAGOS,SLEP,Urbano,2,Inasistencia Grave,1159,0.7691617052623343
LAGOS,SLEP,Urbano,2,Inasistencia Reiterada,910,0.8753829147722072
LAGOS,SLEP,Urbano,4,Asistencia esperada,29,0.9434395436468389
LAGOS,SLEP,Urbano,4,Inasistencia Crítica,26,0.2266351670770876
LAGOS,SLEP,Urbano,4,Inasistencia Grave,58,0.703840988399737
LAGOS,SLEP,Urbano,4,Inasistencia Reiterada,12,0.8781311502999377
LAGOS,SLEP,Urbano,5,Asistencia esperada,736,0.945933893375212
LAGOS,SLEP,Urbano,5,Inasistencia Crítica,116,0.2713122055568763
LAGOS,SLEP,Urbano,5,Inasistencia Grave,583,0.7600553374823317
LAGOS,SLEP,Urbano,5,Inasistencia Reiterada,448,0.8755898695266823
LAGOS,SLEP,Urbano,6,Asistencia esperada,22,0.9380900574678407
LAGOS,SLEP,Urbano,6,Inasistencia Crítica,44,0.18623670739193932
LAGOS,SLEP,Urbano,6,Inasistencia Grave,54,0.7543468920714154
LAGOS,SLEP,Urbano,6,Inasistencia Reiterada,13,0.8719988916858411
LAGOS,SLEP,Urbano,7,Asistencia esperada,478,0.9402761620989211
LAGOS,SLEP,Urbano,7,Inasistencia Crítica,55,0.2694342766992643
LAGOS,SLEP,Urbano,7,Inasistencia Grave,380,0.763521788784334
LAGOS,SLEP,Urbano,7,Inasistencia Reiterada,342,0.8761551327307134
LGBO,Corporación Admin Delegada,Urbano,5,Asistencia esperada,619,0.9437915679204367
LGBO,Corporación Admin Delegada,Urbano,5,Inasistencia Crítica,90,0.2803446321216417
LGBO,Corporación Admin Delegada,Urbano,5,Inasistencia Grave,525,0.7510401926073889
LGBO,Corporación Admin Delegada,Urbano,5,Inasistencia Reiterada,334,0.875272362959292
LGBO,Corporación Admin Delegada,Urbano,7,Asistencia esperada,1502,0.9486506679007906
LGBO,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,151,0.2691887991870113
LGBO,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,810,0.7637418765940883
LGBO,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,610,0.8766635937436503
LGBO,Municipal,Rural,1,Asistencia esperada,1635,0.9594870649963603
LGBO,Municipal,Rural,1,Inasistencia Crítica,191,0.27661939607794495
LGBO,Municipal,Rural,1,Inasistencia Grave,1150,0.7369736214807965
LGBO,Municipal,Rural,1,Inasistencia Reiterada,519,0.8757804397508119
LGBO,Municipal,Rural,2,Asistencia esperada,12840,0.9574765945748775
LGBO,Municipal,Rural,2,Inasistencia Crítica,328,0.26214842205869326
LGBO,Municipal,Rural,2,Inasistencia Grave,3760,0.7695467484889578
LGBO,Municipal,Rural,2,Inasistencia Reiterada,3257,0.8770595760159575
LGBO,Municipal,Rural,3,Asistencia esperada,10,0.9645358070624583
LGBO,Municipal,Rural,3,Inasistencia Crítica,5,0.24452587804175074
LGBO,Municipal,Rural,3,Inasistencia Grave,5,0.7100588797978602
LGBO,Municipal,Rural,4,Asistencia esperada,75,0.9524543877149335
LGBO,Municipal,Rural,4,Inasistencia Crítica,32,0.27213534154553104
LGBO,Municipal,Rural,4,Inasistencia Grave,83,0.74150508056711
LGBO,Municipal,Rural,4,Inasistencia Reiterada,31,0.8761838660901137
LGBO,Municipal,Rural,5,Asistencia esperada,633,0.9550700143978949
LGBO,Municipal,Rural,5,Inasistencia Crítica,37,0.2579757734188264
LGBO,Municipal,Rural,5,Inasistencia Grave,180,0.7462257903058911
LGBO,Municipal,Rural,5,Inasistencia Reiterada,140,0.8754573817901659
LGBO,Municipal,Rural,6,Asistencia esperada,40,0.9869824703697108
LGBO,Municipal,Rural,6,Inasistencia Crítica,11,0.26736248844794813
LGBO,Municipal,Rural,6,Inasistencia Grave,15,0.7206834281857316
LGBO,Municipal,Rural,6,Inasistencia Reiterada,2,0.8906874588183615
LGBO,Municipal,Rural,7,Asistencia esperada,238,0.9456972419624684
LGBO,Municipal,Rural,7,Inasistencia Crítica,28,0.3087197505796033
LGBO,Municipal,Rural,7,Inasistencia Grave,117,0.7492332569558152
LGBO,Municipal,Rural,7,Inasistencia Reiterada,81,0.8755552572078391
LGBO,Municipal,Urbano,1,Asistencia esperada,1897,0.9540083756529938
LGBO,Municipal,Urbano,1,Inasistencia Crítica,289,0.26939696430322047
LGBO,Municipal,Urbano,1,Inasistencia Grave,1452,0.7385289616052194
LGBO,Municipal,Urbano,1,Inasistencia Reiterada,615,0.8768164429211897
LGBO,Municipal,Urbano,2,Asistencia esperada,15805,0.9531305360576081
LGBO,Municipal,Urbano,2,Inasistencia Crítica,772,0.24553217029727126
LGBO,Municipal,Urbano,2,Inasistencia Grave,6636,0.7620875566057932
LGBO,Municipal,Urbano,2,Inasistencia Reiterada,4843,0.8765339741555715
LGBO,Municipal,Urbano,3,Asistencia esperada,177,0.9658130728620777
LGBO,Municipal,Urbano,3,Inasistencia Crítica,100,0.1794203520597397
LGBO,Municipal,Urbano,3,Inasistencia Grave,85,0.7150050354276927
LGBO,Municipal,Urbano,3,Inasistencia Reiterada,45,0.8784503004545622
LGBO,Municipal,Urbano,4,Asistencia esperada,391,0.9733074602371882
LGBO,Municipal,Urbano,4,Inasistencia Crítica,49,0.2721184650458798
LGBO,Municipal,Urbano,4,Inasistencia Grave,148,0.7232319868510526
LGBO,Municipal,Urbano,4,Inasistencia Reiterada,46,0.8811034122433183
LGBO,Municipal,Urbano,5,Asistencia esperada,9559,0.9557483354440952
LGBO,Municipal,Urbano,5,Inasistencia Crítica,758,0.25830186451109316
LGBO,Municipal,Urbano,5,Inasistencia Grave,3629,0.7572239100996068
LGBO,Municipal,Urbano,5,Inasistencia Reiterada,2653,0.8768524254757987
LGBO,Municipal,Urbano,6,Asistencia esperada,681,0.9647752399201684
LGBO,Municipal,Urbano,6,Inasistencia Crítica,577,0.24437704018484604
LGBO,Municipal,Urbano,6,Inasistencia Grave,539,0.7068942006473143
LGBO,Municipal,Urbano,6,Inasistencia Reiterada,179,0.8738142206377416
LGBO,Municipal,Urbano,7,Asistencia esperada,3042,0.9532449174747918
LGBO,Municipal,Urbano,7,Inasistencia Crítica,239,0.24089307307965302
LGBO,Municipal,Urbano,7,Inasistencia Grave,1221,0.7581713548397145
LGBO,Municipal,Urbano,7,Inasistencia Reiterada,888,0.8774480152712272
LGBO,Municipal,Urbano,8,Asistencia esperada,71,0.9883901524361155
LGBO,Municipal,Urbano,8,Inasistencia Crítica,76,0.1672652308457014
LGBO,Municipal,Urbano,8,Inasistencia Grave,46,0.6741722458783036
LGBO,Municipal,Urbano,8,Inasistencia Reiterada,10,0.8807952569362005
